Age,Tenure,MonthlyCharges,Contract,InternetService,PaymentMethod,SupportCalls,Churn
59,52,127.59,Two year,Fiber optic,Credit card,6,No
24,43,87.39,Month-to-month,DSL,Electronic check,5,No
35,40,124.68,One year,No,Bank transfer,6,No
69,28,100.77,One year,No,Electronic check,7,No
33,70,122.8,Two year,DSL,Electronic check,7,No
67,66,66.02,Month-to-month,DSL,Credit card,10,No
46,47,147.04,Month-to-month,DSL,Electronic check,2,No
32,63,80.0,Month-to-month,DSL,Mailed check,9,No
38,13,87.73,One year,Fiber optic,Mailed check,5,No
50,11,79.76,Month-to-month,Fiber optic,Mailed check,3,No
65,52,34.28,Two year,Fiber optic,Credit card,9,No
55,49,35.09,Month-to-month,Fiber optic,Bank transfer,1,No
75,17,26.27,Month-to-month,Fiber optic,Electronic check,3,No
71,61,119.63,Month-to-month,Fiber optic,Electronic check,3,No
64,54,42.49,Month-to-month,DSL,Electronic check,1,Yes
55,15,122.67,Two year,Fiber optic,Electronic check,10,No
35,44,139.38,Month-to-month,Fiber optic,Bank transfer,4,No
43,63,48.87,Month-to-month,No,Mailed check,10,No
25,56,40.56,Month-to-month,No,Electronic check,8,No
41,30,132.42,Two year,Fiber optic,Credit card,5,Yes
75,59,147.32,Month-to-month,Fiber optic,Electronic check,9,No
44,22,129.14,Month-to-month,Fiber optic,Credit card,1,Yes
25,71,65.13,Two year,Fiber optic,Mailed check,5,No
58,71,88.91,Month-to-month,No,Credit card,0,No
77,22,58.91,Month-to-month,Fiber optic,Mailed check,3,No
71,50,90.56,Month-to-month,Fiber optic,Electronic check,3,No
34,70,76.15,Month-to-month,Fiber optic,Bank transfer,3,Yes
46,21,129.14,One year,DSL,Credit card,3,No
50,52,141.7,One year,Fiber optic,Credit card,0,No
33,38,63.7,One year,Fiber optic,Bank transfer,3,No
34,32,146.87,Month-to-month,Fiber optic,Electronic check,1,No
32,46,131.19,Month-to-month,DSL,Credit card,2,No
79,34,125.54,Month-to-month,No,Credit card,6,No
64,51,145.94,One year,Fiber optic,Credit card,9,No
70,70,50.68,One year,Fiber optic,Bank transfer,10,No
68,15,90.01,Month-to-month,Fiber optic,Mailed check,6,No
77,12,146.52,One year,Fiber optic,Electronic check,2,No
24,45,93.89,Month-to-month,Fiber optic,Credit card,3,No
72,70,21.32,Month-to-month,Fiber optic,Credit card,3,Yes
22,61,123.4,Month-to-month,No,Bank transfer,8,Yes
47,29,140.12,Month-to-month,DSL,Bank transfer,4,No
54,58,88.15,Two year,DSL,Electronic check,0,No
40,66,123.18,Two year,DSL,Mailed check,7,Yes
27,21,65.7,One year,Fiber optic,Bank transfer,10,Yes
29,7,141.53,Month-to-month,Fiber optic,Bank transfer,1,Yes
69,70,20.76,One year,DSL,Bank transfer,6,No
37,11,71.06,Month-to-month,No,Electronic check,5,No
37,0,79.55,Month-to-month,No,Electronic check,6,No
75,23,117.16,Two year,Fiber optic,Electronic check,3,No
26,56,47.77,Month-to-month,DSL,Electronic check,5,No
74,54,29.37,Two year,Fiber optic,Electronic check,9,Yes
75,23,133.59,Month-to-month,Fiber optic,Electronic check,6,No
55,50,55.97,Two year,Fiber optic,Electronic check,10,No
28,68,104.83,One year,Fiber optic,Electronic check,3,No
27,0,106.01,Month-to-month,Fiber optic,Credit card,3,No
35,62,145.76,Two year,Fiber optic,Electronic check,6,No
53,43,143.7,Month-to-month,Fiber optic,Bank transfer,3,No
27,64,23.62,Two year,Fiber optic,Electronic check,9,No
46,3,38.12,Month-to-month,Fiber optic,Electronic check,8,No
25,18,41.55,Month-to-month,DSL,Electronic check,7,No
51,27,118.48,Month-to-month,No,Electronic check,6,No
19,58,105.26,Month-to-month,No,Bank transfer,7,No
61,49,55.48,Month-to-month,No,Mailed check,5,Yes
21,24,90.94,Month-to-month,DSL,Bank transfer,6,Yes
30,17,105.88,Month-to-month,Fiber optic,Electronic check,9,No
28,32,60.33,One year,Fiber optic,Bank transfer,6,Yes
69,12,100.11,Month-to-month,DSL,Electronic check,10,No
21,66,42.33,One year,DSL,Bank transfer,10,No
44,60,98.81,Month-to-month,DSL,Mailed check,5,No
54,52,117.88,Two year,DSL,Bank transfer,4,No
49,34,112.03,Month-to-month,DSL,Credit card,3,No
60,46,30.26,One year,No,Bank transfer,6,Yes
67,18,55.78,One year,DSL,Electronic check,4,No
42,9,143.89,One year,DSL,Bank transfer,9,No
69,16,56.71,Two year,Fiber optic,Mailed check,4,No
37,39,32.37,Two year,Fiber optic,Bank transfer,8,No
79,70,55.14,Month-to-month,DSL,Mailed check,6,No
49,9,104.9,Month-to-month,DSL,Mailed check,7,No
63,22,148.13,Month-to-month,DSL,Bank transfer,3,No
72,5,125.21,One year,Fiber optic,Credit card,9,No
67,32,104.11,Month-to-month,No,Mailed check,7,No
70,69,85.69,Two year,Fiber optic,Electronic check,1,No
51,3,22.94,Month-to-month,No,Credit card,1,No
20,43,76.41,Two year,DSL,Credit card,2,Yes
48,11,56.27,Month-to-month,No,Bank transfer,3,No
29,0,53.03,Two year,DSL,Mailed check,2,Yes
73,39,66.37,One year,Fiber optic,Credit card,7,No
32,34,140.4,Month-to-month,DSL,Electronic check,2,No
32,65,74.98,Month-to-month,Fiber optic,Bank transfer,1,No
33,20,52.87,Two year,DSL,Electronic check,8,Yes
57,46,101.43,Month-to-month,Fiber optic,Mailed check,0,Yes
53,11,122.56,Month-to-month,Fiber optic,Electronic check,5,No
76,42,35.08,Month-to-month,Fiber optic,Mailed check,10,No
43,59,86.85,Two year,Fiber optic,Mailed check,5,Yes
35,28,123.15,Month-to-month,No,Credit card,2,No
21,11,50.14,One year,DSL,Electronic check,6,No
18,36,92.48,One year,Fiber optic,Credit card,6,No
41,12,22.96,Two year,No,Credit card,8,Yes
75,47,64.44,Month-to-month,DSL,Credit card,6,No
50,16,80.44,Month-to-month,DSL,Electronic check,6,No
73,48,87.86,Month-to-month,Fiber optic,Credit card,3,No
24,52,108.01,Month-to-month,Fiber optic,Credit card,6,No
23,72,126.33,Month-to-month,No,Electronic check,10,No
69,13,112.93,Month-to-month,DSL,Bank transfer,10,No
24,67,22.69,Month-to-month,No,Electronic check,8,No
21,23,56.65,Two year,DSL,Mailed check,5,Yes
43,11,135.98,Two year,Fiber optic,Bank transfer,6,Yes
75,65,121.79,One year,Fiber optic,Bank transfer,10,No
60,41,141.25,One year,DSL,Electronic check,10,Yes
24,41,69.36,Month-to-month,DSL,Mailed check,0,Yes
69,22,130.0,One year,Fiber optic,Electronic check,10,No
70,12,94.75,Month-to-month,Fiber optic,Credit card,5,Yes
67,4,87.83,Month-to-month,Fiber optic,Credit card,0,No
73,62,146.19,Month-to-month,DSL,Mailed check,4,No
32,1,82.26,Month-to-month,DSL,Electronic check,3,No
78,37,93.07,Month-to-month,Fiber optic,Mailed check,3,No
37,19,113.95,Month-to-month,DSL,Credit card,10,No
67,60,110.39,Two year,Fiber optic,Mailed check,5,No
53,51,51.16,Two year,Fiber optic,Mailed check,6,No
66,5,56.29,One year,DSL,Bank transfer,4,Yes
56,9,25.49,Month-to-month,DSL,Mailed check,5,No
57,11,76.5,Month-to-month,No,Mailed check,0,No
56,52,97.13,One year,DSL,Electronic check,1,No
66,6,68.04,Two year,Fiber optic,Bank transfer,10,No
63,17,93.0,One year,DSL,Credit card,10,No
26,35,30.47,Two year,No,Credit card,5,No
69,13,82.58,Month-to-month,DSL,Mailed check,2,Yes
51,28,99.66,One year,Fiber optic,Mailed check,0,No
38,22,111.37,Month-to-month,Fiber optic,Electronic check,0,No
49,30,98.41,Month-to-month,No,Electronic check,6,Yes
77,2,67.4,Month-to-month,DSL,Electronic check,1,Yes
71,26,135.41,Month-to-month,Fiber optic,Bank transfer,8,No
69,39,127.94,One year,DSL,Electronic check,3,No
46,30,149.14,Month-to-month,Fiber optic,Credit card,2,No
66,68,21.21,Month-to-month,DSL,Electronic check,1,No
41,27,27.9,Month-to-month,Fiber optic,Electronic check,9,No
60,22,106.45,Month-to-month,Fiber optic,Electronic check,8,No
57,11,91.86,One year,Fiber optic,Electronic check,0,No
33,44,59.25,One year,Fiber optic,Credit card,5,No
34,41,28.71,Month-to-month,Fiber optic,Electronic check,4,No
21,3,27.47,One year,DSL,Bank transfer,3,No
26,63,120.0,Month-to-month,Fiber optic,Mailed check,2,No
44,71,79.53,Month-to-month,Fiber optic,Credit card,8,No
47,72,93.08,One year,No,Bank transfer,1,No
28,56,58.02,Two year,No,Mailed check,4,No
43,8,47.83,Month-to-month,No,Electronic check,5,No
55,65,106.94,Month-to-month,DSL,Credit card,5,No
32,30,34.27,One year,DSL,Mailed check,2,Yes
38,63,143.89,Two year,No,Credit card,5,No
40,17,61.72,One year,No,Bank transfer,0,No
49,50,130.96,Two year,DSL,Mailed check,0,No
40,41,88.22,Two year,Fiber optic,Bank transfer,1,Yes
63,33,130.19,Two year,No,Credit card,5,Yes
38,26,125.61,Month-to-month,Fiber optic,Bank transfer,3,No
44,3,130.41,Month-to-month,Fiber optic,Mailed check,3,No
41,64,57.05,Month-to-month,DSL,Credit card,8,No
29,52,41.37,Month-to-month,No,Mailed check,8,No
60,68,110.88,Month-to-month,Fiber optic,Bank transfer,4,No
32,37,59.62,Two year,Fiber optic,Electronic check,9,No
36,23,60.72,One year,DSL,Credit card,3,Yes
67,44,51.03,Month-to-month,DSL,Bank transfer,2,No
76,26,120.29,Month-to-month,DSL,Electronic check,0,Yes
59,68,128.22,Two year,DSL,Bank transfer,8,No
74,39,22.93,Month-to-month,DSL,Mailed check,3,No
70,49,141.19,Month-to-month,Fiber optic,Electronic check,9,No
47,46,114.53,Month-to-month,DSL,Electronic check,10,No
65,28,48.23,Month-to-month,DSL,Bank transfer,0,No
38,54,110.09,Month-to-month,DSL,Credit card,0,No
46,35,94.12,Month-to-month,No,Mailed check,3,No
51,7,139.29,One year,DSL,Electronic check,4,Yes
77,29,109.96,Two year,Fiber optic,Mailed check,10,Yes
70,3,75.77,Month-to-month,No,Electronic check,10,No
48,53,40.45,One year,Fiber optic,Electronic check,7,No
58,49,123.39,Month-to-month,DSL,Electronic check,8,No
30,65,146.25,Month-to-month,Fiber optic,Credit card,0,No
67,34,123.36,Month-to-month,Fiber optic,Bank transfer,6,No
52,72,112.57,Two year,Fiber optic,Credit card,2,No
51,49,136.67,One year,Fiber optic,Bank transfer,9,No
65,28,112.73,Month-to-month,Fiber optic,Mailed check,1,No
57,22,145.97,Month-to-month,Fiber optic,Bank transfer,0,No
22,69,80.92,Month-to-month,DSL,Electronic check,8,No
35,12,115.28,Month-to-month,No,Credit card,5,No
28,1,95.66,Two year,No,Electronic check,10,No
63,8,37.78,One year,DSL,Mailed check,6,No
20,50,52.74,Month-to-month,DSL,Bank transfer,8,No
30,57,68.16,Two year,DSL,Credit card,2,No
55,37,51.23,Two year,No,Bank transfer,1,Yes
61,29,31.32,One year,DSL,Bank transfer,2,No
49,13,20.23,Two year,Fiber optic,Electronic check,9,No
71,6,70.88,Month-to-month,DSL,Bank transfer,5,No
74,54,40.84,One year,Fiber optic,Electronic check,7,No
26,18,147.84,Two year,DSL,Electronic check,3,No
77,71,82.38,Month-to-month,Fiber optic,Credit card,0,No
56,62,129.34,Two year,DSL,Electronic check,7,No
57,56,83.67,Month-to-month,DSL,Mailed check,8,No
23,35,79.39,Month-to-month,Fiber optic,Credit card,0,Yes
56,26,114.52,Two year,No,Bank transfer,0,No
62,62,136.21,Month-to-month,Fiber optic,Electronic check,3,Yes
54,3,60.14,Month-to-month,Fiber optic,Electronic check,5,No
23,69,65.21,One year,Fiber optic,Credit card,5,Yes
50,60,123.74,One year,Fiber optic,Electronic check,4,No
76,4,49.45,Month-to-month,No,Bank transfer,2,No
62,16,147.6,One year,DSL,Bank transfer,9,No
26,68,119.69,Two year,Fiber optic,Electronic check,4,Yes
77,48,70.24,Month-to-month,DSL,Electronic check,2,No
77,27,37.82,Month-to-month,No,Electronic check,1,No
28,60,115.27,Month-to-month,Fiber optic,Electronic check,10,Yes
67,50,75.57,Month-to-month,Fiber optic,Bank transfer,6,No
43,67,102.44,Month-to-month,DSL,Mailed check,9,No
54,29,35.28,Two year,No,Bank transfer,2,No
45,42,27.37,Month-to-month,No,Electronic check,4,No
66,44,51.23,Month-to-month,DSL,Mailed check,6,Yes
79,3,69.84,One year,No,Bank transfer,8,No
67,48,49.57,One year,DSL,Electronic check,8,No
75,52,60.06,One year,Fiber optic,Electronic check,5,Yes
76,9,126.02,Two year,DSL,Credit card,1,Yes
23,59,30.91,Month-to-month,DSL,Bank transfer,4,No
33,31,89.8,One year,DSL,Mailed check,6,Yes
62,31,70.43,Month-to-month,Fiber optic,Electronic check,1,No
54,15,63.01,Two year,DSL,Credit card,0,No
21,62,83.97,Month-to-month,DSL,Mailed check,10,Yes
23,8,142.23,One year,DSL,Bank transfer,5,No
50,71,117.03,Month-to-month,DSL,Mailed check,7,No
56,43,103.65,Two year,No,Electronic check,3,No
28,17,144.46,Month-to-month,No,Mailed check,1,No
28,49,67.25,One year,Fiber optic,Mailed check,5,No
26,52,116.64,One year,No,Electronic check,10,Yes
53,18,42.69,Two year,Fiber optic,Bank transfer,6,Yes
18,63,28.18,Month-to-month,DSL,Electronic check,4,Yes
53,0,90.09,Month-to-month,Fiber optic,Bank transfer,6,No
47,9,118.57,Month-to-month,Fiber optic,Mailed check,9,Yes
46,70,105.64,Month-to-month,DSL,Electronic check,6,No
60,55,68.15,Month-to-month,Fiber optic,Electronic check,7,Yes
50,34,138.84,One year,DSL,Credit card,9,Yes
63,23,65.85,Month-to-month,Fiber optic,Mailed check,2,No
65,47,71.27,Two year,DSL,Mailed check,9,No
75,50,39.39,One year,DSL,Electronic check,7,No
67,5,139.02,Month-to-month,No,Mailed check,2,No
50,31,31.22,Month-to-month,DSL,Bank transfer,3,Yes
48,45,111.27,Month-to-month,No,Electronic check,2,No
32,42,55.89,Month-to-month,DSL,Credit card,0,No
55,55,66.74,One year,No,Electronic check,0,No
26,66,51.15,Two year,DSL,Bank transfer,8,Yes
75,3,67.76,Month-to-month,No,Credit card,7,Yes
70,38,66.71,Month-to-month,Fiber optic,Electronic check,10,No
25,38,124.33,Month-to-month,Fiber optic,Electronic check,1,No
66,15,144.14,Month-to-month,Fiber optic,Electronic check,5,Yes
25,10,32.46,Month-to-month,No,Mailed check,1,No
62,65,43.16,Two year,DSL,Mailed check,7,No
23,10,127.77,Month-to-month,Fiber optic,Electronic check,5,No
48,32,118.72,Two year,DSL,Credit card,0,No
58,44,100.43,Month-to-month,No,Bank transfer,2,No
63,34,58.21,Month-to-month,Fiber optic,Mailed check,5,No
43,45,48.93,One year,DSL,Electronic check,8,No
75,2,142.59,Month-to-month,No,Credit card,9,No
66,40,52.31,Month-to-month,Fiber optic,Electronic check,7,No
30,59,55.98,One year,Fiber optic,Credit card,1,No
59,37,63.08,Month-to-month,No,Mailed check,9,No
63,72,109.05,Two year,No,Electronic check,6,No
38,34,92.36,Two year,DSL,Bank transfer,1,Yes
63,22,116.01,Month-to-month,DSL,Electronic check,4,No
73,35,99.74,Month-to-month,Fiber optic,Electronic check,9,No
68,21,117.24,Month-to-month,Fiber optic,Electronic check,1,No
65,24,133.35,Two year,DSL,Bank transfer,8,No
57,33,90.97,Two year,DSL,Credit card,3,No
34,18,52.58,Two year,DSL,Electronic check,4,No
67,2,72.39,Month-to-month,DSL,Electronic check,7,No
40,19,40.56,One year,Fiber optic,Bank transfer,8,No
50,2,140.03,Month-to-month,DSL,Credit card,9,No
37,66,76.93,Month-to-month,Fiber optic,Credit card,10,No
37,63,128.63,Two year,Fiber optic,Credit card,6,No
27,19,142.33,Month-to-month,Fiber optic,Mailed check,8,No
77,65,66.73,Two year,Fiber optic,Bank transfer,1,Yes
27,27,36.62,Month-to-month,DSL,Electronic check,0,No
23,27,121.52,One year,Fiber optic,Mailed check,6,Yes
76,36,97.05,One year,DSL,Electronic check,6,No
52,66,116.94,Month-to-month,No,Credit card,3,No
45,54,69.7,One year,No,Electronic check,8,No
63,46,20.85,Month-to-month,DSL,Bank transfer,3,No
41,56,123.37,Month-to-month,No,Credit card,9,No
25,63,141.96,Two year,Fiber optic,Electronic check,8,No
63,52,133.53,Month-to-month,DSL,Bank transfer,4,Yes
28,34,118.96,Month-to-month,DSL,Credit card,7,No
52,22,61.28,Two year,DSL,Bank transfer,0,No
76,34,55.91,Month-to-month,No,Bank transfer,7,Yes
76,11,62.07,One year,DSL,Credit card,10,No
40,44,100.98,One year,DSL,Credit card,0,No
66,59,115.96,Two year,Fiber optic,Credit card,9,No
55,2,77.16,Month-to-month,No,Mailed check,2,Yes
47,63,80.47,Month-to-month,Fiber optic,Electronic check,3,Yes
26,46,96.58,Month-to-month,Fiber optic,Credit card,3,No
41,66,49.53,Month-to-month,DSL,Mailed check,0,No
58,51,146.02,Month-to-month,Fiber optic,Electronic check,10,Yes
79,62,56.06,Month-to-month,Fiber optic,Mailed check,1,No
18,54,147.34,One year,No,Bank transfer,9,No
62,26,33.64,One year,DSL,Electronic check,6,Yes
70,39,94.3,Month-to-month,Fiber optic,Credit card,3,Yes
76,11,130.91,Two year,Fiber optic,Bank transfer,8,Yes
44,61,34.04,Month-to-month,DSL,Bank transfer,0,Yes
25,48,98.24,Month-to-month,Fiber optic,Mailed check,5,No
34,42,35.69,One year,DSL,Bank transfer,4,Yes
70,47,46.98,Two year,Fiber optic,Credit card,10,No
72,51,37.0,One year,DSL,Bank transfer,5,No
57,18,67.74,One year,DSL,Mailed check,1,Yes
25,44,53.71,Month-to-month,DSL,Mailed check,3,No
25,45,140.23,Month-to-month,DSL,Bank transfer,8,Yes
47,50,147.23,Month-to-month,Fiber optic,Electronic check,3,No
54,72,56.13,Month-to-month,Fiber optic,Electronic check,6,No
20,24,121.69,Month-to-month,Fiber optic,Bank transfer,6,Yes
60,12,121.2,Two year,DSL,Mailed check,8,Yes
51,72,63.42,Two year,DSL,Bank transfer,3,No
18,27,49.48,Month-to-month,DSL,Electronic check,1,No
23,20,120.23,Month-to-month,DSL,Credit card,3,No
46,28,60.37,Month-to-month,DSL,Electronic check,8,No
62,57,20.78,Month-to-month,No,Mailed check,1,No
69,15,63.06,Month-to-month,DSL,Mailed check,4,No
44,1,107.53,Month-to-month,Fiber optic,Mailed check,9,No
36,57,57.84,One year,DSL,Mailed check,8,No
78,37,59.7,Month-to-month,No,Electronic check,1,No
46,51,42.26,Two year,DSL,Electronic check,1,Yes
37,19,50.18,One year,DSL,Mailed check,9,No
45,15,113.75,Month-to-month,Fiber optic,Bank transfer,2,No
18,33,112.88,Two year,DSL,Electronic check,6,Yes
36,62,132.69,Month-to-month,DSL,Bank transfer,5,No
49,53,83.24,Two year,DSL,Electronic check,7,No
74,31,82.46,Two year,Fiber optic,Bank transfer,7,No
63,11,81.74,Month-to-month,DSL,Mailed check,6,Yes
66,40,59.79,One year,DSL,Electronic check,10,Yes
51,4,145.16,Month-to-month,No,Mailed check,5,No
24,49,30.5,Month-to-month,DSL,Mailed check,10,Yes
42,31,114.86,One year,No,Electronic check,5,No
79,63,82.12,Two year,DSL,Mailed check,4,Yes
20,70,140.18,One year,Fiber optic,Electronic check,4,No
72,16,25.91,Month-to-month,DSL,Bank transfer,7,No
60,8,109.18,One year,DSL,Electronic check,1,Yes
35,43,76.98,Month-to-month,DSL,Mailed check,2,Yes
66,3,21.23,Month-to-month,DSL,Bank transfer,0,No
69,49,74.99,One year,Fiber optic,Mailed check,5,No
20,64,79.44,Two year,DSL,Mailed check,0,No
24,64,115.16,Month-to-month,DSL,Bank transfer,5,No
59,55,105.23,One year,DSL,Electronic check,6,No
79,56,113.12,Month-to-month,No,Credit card,6,Yes
19,18,116.11,One year,Fiber optic,Electronic check,7,No
59,66,92.28,Two year,No,Bank transfer,1,No
26,55,110.29,One year,Fiber optic,Mailed check,3,No
58,5,88.84,One year,Fiber optic,Bank transfer,7,No
56,43,88.64,Month-to-month,DSL,Electronic check,4,Yes
23,31,136.55,Month-to-month,No,Credit card,4,No
60,11,23.38,One year,Fiber optic,Mailed check,5,Yes
73,22,139.69,One year,DSL,Bank transfer,0,No
71,68,136.83,One year,Fiber optic,Mailed check,4,No
19,36,113.85,One year,Fiber optic,Bank transfer,9,Yes
33,11,128.8,Month-to-month,No,Bank transfer,5,No
32,59,25.12,Month-to-month,DSL,Credit card,2,Yes
46,17,92.18,Month-to-month,No,Credit card,9,Yes
26,35,70.52,Month-to-month,Fiber optic,Bank transfer,6,Yes
70,9,99.31,Two year,DSL,Electronic check,8,No
66,2,60.91,Month-to-month,DSL,Electronic check,5,No
68,71,112.43,Month-to-month,DSL,Electronic check,1,No
30,48,88.68,Two year,Fiber optic,Credit card,6,Yes
18,43,31.03,Month-to-month,DSL,Electronic check,0,No
74,0,116.91,Two year,Fiber optic,Electronic check,8,Yes
35,44,63.57,One year,Fiber optic,Mailed check,10,No
58,7,118.77,Month-to-month,No,Credit card,0,No
74,11,106.73,Month-to-month,DSL,Electronic check,1,No
20,53,142.21,Month-to-month,Fiber optic,Bank transfer,9,Yes
18,37,115.99,Month-to-month,Fiber optic,Bank transfer,10,No
18,60,46.7,Month-to-month,Fiber optic,Mailed check,6,No
27,26,54.69,One year,No,Electronic check,1,No
21,23,138.11,One year,DSL,Bank transfer,9,Yes
68,60,52.0,One year,Fiber optic,Mailed check,5,No
55,41,92.49,One year,Fiber optic,Electronic check,0,Yes
78,66,108.89,Month-to-month,No,Bank transfer,3,No
67,39,33.34,One year,Fiber optic,Mailed check,8,Yes
77,13,41.92,One year,DSL,Mailed check,4,No
32,4,100.1,Month-to-month,DSL,Electronic check,3,No
35,15,91.35,One year,No,Electronic check,1,No
70,39,23.93,Month-to-month,DSL,Mailed check,7,No
33,47,112.8,Month-to-month,DSL,Electronic check,10,No
21,0,27.96,Month-to-month,Fiber optic,Electronic check,5,No
59,19,117.05,Month-to-month,DSL,Electronic check,5,Yes
67,59,44.05,Month-to-month,Fiber optic,Electronic check,1,Yes
78,28,88.42,Month-to-month,DSL,Bank transfer,2,No
75,54,102.56,Month-to-month,No,Electronic check,0,No
25,27,54.4,Month-to-month,Fiber optic,Bank transfer,6,Yes
65,20,69.1,Month-to-month,Fiber optic,Mailed check,4,No
70,50,91.75,Month-to-month,Fiber optic,Electronic check,0,Yes
61,19,125.64,Two year,Fiber optic,Credit card,6,No
68,48,101.24,Month-to-month,DSL,Credit card,9,Yes
69,13,60.81,One year,DSL,Mailed check,9,No
45,54,69.08,Month-to-month,Fiber optic,Credit card,9,Yes
